id,name,genus,height_dm,weight_hg,types,base_experience,hp,attack,defense,special-attack,special-defense,speed,abilities,hidden_ability,is_baby,is_legendary,is_mythical,egg_groups,growth_rate,habitat,color,shape,evolution_chain,in_red_blue,in_yellow,in_gold_silver,in_crystal,in_ruby_sapphire,in_emerald,in_firered_leafgreen,in_diamond_pearl,in_platinum,in_heartgold_soulsilver,in_black_white,in_black-2_white-2,in_x_y,in_omega-ruby_alpha-sapphire,in_sun_moon,in_ultra-sun_ultra-moon,in_lets-go-pikachu_eevee,in_sword_shield,in_brilliant-diamond_shining-pearl,in_legends-arceus,in_scarlet_violet,flavor_text,sprite_front_default,sprite_back_default,sprite_front_shiny,sprite_back_shiny,official_artwork_url,all_moves
11,metapod,Cocoon Pokémon,7,99,bug,72,50,20,55,25,25,30,shed-skin,,False,False,False,bug,medium,forest,green,squiggle,caterpie -> metapod -> butterfree,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/11.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/11.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/11.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/11.png,bug-bite|electroweb|harden|iron-defense|string-shot
12,butterfree,Butterfly Pokémon,11,320,bug|flying,178,60,45,50,90,80,70,compound-eyes,tinted-lens,False,False,False,bug,medium,forest,white,bug-wings,caterpie -> metapod -> butterfree,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/12.png,acrobatics|aerial-ace|air-cutter|air-slash|attract|baton-pass|bide|bug-bite|bug-buzz|captivate|confide|confusion|curse|defog|double-edge|double-team|draining-kiss|dream-eater|dual-wingbeat|electroweb|endure|energy-ball|facade|flash|frustration|giga-drain|giga-impact|gust|harden|headbutt|hidden-power|hurricane|hyper-beam|infestation|iron-defense|mega-drain|mimic|natural-gift|nightmare|ominous-wind|poison-powder|pollen-puff|protect|psybeam|psych-up|psychic|psywave|quiver-dance|rage|rage-powder|rain-dance|razor-wind|reflect|rest|return|roost|round|safeguard|secret-power|shadow-ball|signal-beam|silver-wind|skill-swap|sleep-powder|sleep-talk|snore|solar-beam|string-shot|struggle-bug|stun-spore|substitute|sunny-day|supersonic|swagger|sweet-scent|swift|tackle|tailwind|take-down|teleport|thief|toxic|twister|u-turn|venoshock|whirlwind
13,weedle,Hairy Bug Pokémon,3,32,bug|poison,39,40,35,30,20,20,50,shield-dust,run-away,False,False,False,bug,medium,forest,brown,armor,weedle -> kakuna -> beedrill,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/13.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/13.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/13.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/13.png,bug-bite|electroweb|poison-sting|string-shot
14,kakuna,Cocoon Pokémon,6,100,bug|poison,72,45,25,50,25,25,35,shed-skin,,False,False,False,bug,medium,forest,yellow,squiggle,weedle -> kakuna -> beedrill,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself from predators.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/14.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/14.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/14.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/14.png,bug-bite|electroweb|harden|iron-defense|string-shot
15,beedrill,Poison Bee Pokémon,10,295,bug|poison,178,65,90,40,45,80,75,swarm,sniper,False,False,False,bug,medium,forest,yellow,bug-wings,weedle -> kakuna -> beedrill,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/15.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/15.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/15.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/15.png,acrobatics|aerial-ace|agility|air-cutter|assurance|attract|bide|brick-break|brutal-swing|bug-bite|captivate|confide|curse|cut|defog|double-edge|double-team|drill-run|electroweb|endeavor|endure|facade|false-swipe|fell-stinger|flash|focus-energy|frustration|fury-attack|fury-cutter|giga-drain|giga-impact|harden|headbutt|hidden-power|hyper-beam|infestation|knock-off|laser-focus|mega-drain|mimic|natural-gift|ominous-wind|outrage|payback|peck|pin-missile|poison-jab|poison-sting|protect|pursuit|rage|reflect|rest|return|rock-smash|roost|round|secret-power|silver-wind|skull-bash|sleep-talk|sludge-bomb|snore|solar-beam|string-shot|struggle-bug|substitute|sunny-day|swagger|sweet-scent|swift|swords-dance|tailwind|take-down|thief|throat-chop|toxic|toxic-spikes|twineedle|u-turn|venoshock|x-scissor
16,pidgey,Tiny Bird Pokémon,3,18,normal|flying,50,40,45,40,35,35,56,keen-eye|tangled-feet,big-pecks,False,False,False,flying,medium-slow,forest,brown,wings,pidgey -> pidgeotto -> pidgeot,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/16.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/16.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/16.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/16.png,aerial-ace|agility|air-cutter|air-slash|attract|bide|brave-bird|captivate|confide|curse|defog|detect|double-edge|double-team|endure|facade|feather-dance|feint-attack|fly|foresight|frustration|gust|headbutt|heat-wave|hidden-power|hurricane|mimic|mirror-move|mud-slap|natural-gift|ominous-wind|pluck|protect|pursuit|quick-attack|rage|rain-dance|razor-wind|reflect|rest|return|roost|round|sand-attack|secret-power|sky-attack|sleep-talk|snore|steel-wing|substitute|sunny-day|swagger|swift|tackle|tailwind|take-down|thief|toxic|twister|u-turn|uproar|whirlwind|wing-attack|work-up
17,pidgeotto,Bird Pokémon,11,300,normal|flying,122,63,60,55,50,50,71,keen-eye|tangled-feet,big-pecks,False,False,False,flying,medium-slow,forest,brown,wings,pidgey -> pidgeotto -> pidgeot,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/17.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/17.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/17.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/17.png,aerial-ace|agility|air-cutter|air-slash|attract|bide|captivate|confide|curse|defog|detect|double-edge|double-team|endure|facade|feather-dance|fly|frustration|gust|headbutt|heat-wave|hidden-power|hurricane|mimic|mirror-move|mud-slap|natural-gift|ominous-wind|pluck|protect|quick-attack|rage|rain-dance|razor-wind|reflect|rest|return|roost|round|sand-attack|secret-power|sky-attack|sleep-talk|snore|steel-wing|substitute|sunny-day|swagger|swift|tackle|tailwind|take-down|thief|toxic|twister|u-turn|uproar|whirlwind|wing-attack|work-up
18,pidgeot,Bird Pokémon,15,395,normal|flying,216,83,80,75,70,70,101,keen-eye|tangled-feet,big-pecks,False,False,False,flying,medium-slow,forest,brown,wings,pidgey -> pidgeotto -> pidgeot,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/18.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/18.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/18.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/18.png,aerial-ace|agility|air-cutter|air-slash|attract|bide|captivate|confide|curse|defog|detect|double-edge|double-team|endure|facade|feather-dance|fly|frustration|giga-impact|gust|headbutt|heat-wave|hidden-power|hurricane|hyper-beam|laser-focus|mimic|mirror-move|mud-slap|natural-gift|ominous-wind|pluck|protect|quick-attack|rage|rain-dance|razor-wind|reflect|rest|return|roost|round|sand-attack|secret-power|sky-attack|sleep-talk|snore|steel-wing|substitute|sunny-day|swagger|swift|tackle|tailwind|take-down|thief|toxic|twister|u-turn|uproar|whirlwind|wing-attack|work-up
19,rattata,Mouse Pokémon,3,35,normal,51,30,56,35,25,35,72,run-away|guts,hustle,False,False,False,ground,medium,grassland,purple,quadruped,rattata -> raticate,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Bites anything when it attacks. Small and very quick, it is a common sight in many places.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/19.png,assurance|attract|bide|bite|blizzard|body-slam|bubble-beam|captivate|charge-beam|confide|counter|covet|crunch|curse|cut|defense-curl|dig|double-edge|double-team|endeavor|endure|facade|final-gambit|flame-wheel|focus-energy|frustration|fury-swipes|grass-knot|headbutt|hidden-power|hyper-fang|ice-beam|icy-wind|iron-tail|laser-focus|last-resort|me-first|mimic|mud-slap|natural-gift|pluck|protect|pursuit|quick-attack|rage|rain-dance|rest|retaliate|return|revenge|reversal|rock-smash|round|screech|secret-power|shadow-ball|shock-wave|skull-bash|sleep-talk|sludge-bomb|snore|substitute|sucker-punch|sunny-day|super-fang|swagger|swift|tackle|tail-whip|take-down|taunt|thief|thunder|thunder-wave|thunderbolt|toxic|u-turn|uproar|water-gun|wild-charge|work-up|zen-headbutt
20,raticate,Mouse Pokémon,7,185,normal,145,55,81,60,50,70,97,run-away|guts,hustle,False,False,False,ground,medium,grassland,brown,quadruped,rattata -> raticate,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/20.png,assurance|attract|bide|bite|blizzard|body-slam|bubble-beam|captivate|charge-beam|confide|counter|covet|crunch|curse|cut|defense-curl|dig|double-edge|double-team|endeavor|endure|facade|focus-energy|frustration|fury-swipes|giga-impact|grass-knot|headbutt|hidden-power|hyper-beam|hyper-fang|ice-beam|icy-wind|iron-tail|laser-focus|last-resort|mimic|mud-slap|natural-gift|pluck|protect|pursuit|quick-attack|rage|rain-dance|rest|retaliate|return|roar|rock-smash|round|scary-face|secret-power|shadow-ball|shock-wave|skull-bash|sleep-talk|sludge-bomb|snore|stomping-tantrum|strength|substitute|sucker-punch|sunny-day|super-fang|swagger|swift|swords-dance|tackle|tail-whip|take-down|taunt|thief|throat-chop|thunder|thunder-wave|thunderbolt|toxic|u-turn|uproar|water-gun|wild-charge|work-up|zen-headbutt
21,spearow,Tiny Bird Pokémon,3,20,normal|flying,52,40,60,30,31,31,70,keen-eye,sniper,False,False,False,flying,medium,rough-terrain,brown,wings,spearow -> fearow,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/21.png,aerial-ace|agility|air-cutter|assurance|astonish|attract|bide|captivate|confide|curse|defog|detect|double-edge|double-team|drill-peck|drill-run|echoed-voice|endure|facade|false-swipe|feather-dance|feint-attack|fly|focus-energy|frustration|fury-attack|growl|headbutt|heat-wave|hidden-power|leer|mimic|mirror-move|mud-slap|natural-gift|ominous-wind|peck|pluck|protect|pursuit|quick-attack|rage|rain-dance|razor-wind|rest|return|roost|round|scary-face|secret-power|sky-attack|sleep-talk|snore|steel-wing|substitute|sunny-day|swagger|swift|tailwind|take-down|thief|toxic|tri-attack|twister|u-turn|uproar|whirlwind|wing-attack|work-up
22,fearow,Beak Pokémon,12,380,normal|flying,155,65,90,65,61,61,100,keen-eye,sniper,False,False,False,flying,medium,rough-terrain,brown,wings,spearow -> fearow,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/22.png,aerial-ace|agility|air-cutter|assurance|attract|bide|captivate|confide|curse|defog|detect|double-edge|double-team|drill-peck|drill-run|echoed-voice|endure|facade|false-swipe|fly|focus-energy|frustration|fury-attack|giga-impact|growl|headbutt|heat-wave|hidden-power|hyper-beam|laser-focus|leer|mimic|mirror-move|mud-slap|natural-gift|ominous-wind|peck|pluck|protect|pursuit|quick-attack|rage|rain-dance|razor-wind|rest|return|roost|round|secret-power|sky-attack|sleep-talk|snore|steel-wing|substitute|sunny-day|swagger|swift|tailwind|take-down|thief|throat-chop|toxic|tri-attack|twister|u-turn|uproar|whirlwind|wing-attack|work-up
23,ekans,Snake Pokémon,20,69,poison,58,35,60,44,40,54,55,intimidate|shed-skin,unnerve,False,False,False,ground|dragon,medium,grassland,purple,squiggle,ekans -> arbok,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/23.png,acid|acid-spray|aqua-tail|attract|beat-up|belch|bide|bind|bite|body-slam|brutal-swing|bulldoze|captivate|coil|confide|crunch|curse|dark-pulse|dig|disable|double-edge|double-team|earthquake|endure|facade|fire-fang|fissure|frustration|gastro-acid|giga-drain|glare|gunk-shot|haze|headbutt|hidden-power|infestation|iron-tail|knock-off|lash-out|leech-life|leer|mega-drain|mimic|mud-bomb|mud-shot|mud-slap|natural-gift|payback|poison-fang|poison-jab|poison-sting|poison-tail|protect|psychic-fangs|pursuit|rage|rain-dance|rest|return|rock-slide|rock-tomb|round|scale-shot|scary-face|screech|secret-power|seed-bomb|skitter-smack|skull-bash|slam|sleep-talk|sludge-bomb|sludge-wave|snarl|snatch|snore|spit-up|spite|stockpile|strength|substitute|sucker-punch|sunny-day|swagger|swallow|switcheroo|take-down|tera-blast|thief|torment|toxic|toxic-spikes|trailblaze|venoshock|wrap
24,arbok,Cobra Pokémon,35,650,poison,157,60,95,69,65,79,80,intimidate|shed-skin,unnerve,False,False,False,ground|dragon,medium,grassland,purple,squiggle,ekans -> arbok,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It is rumored that the ferocious warning markings on its belly differ from area to area.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/24.png,acid|acid-spray|aqua-tail|attract|belch|bide|bind|bite|body-slam|breaking-swipe|brutal-swing|bulldoze|captivate|coil|confide|crunch|curse|dark-pulse|dig|double-edge|double-team|dragon-tail|earthquake|endure|facade|fire-fang|fissure|frustration|gastro-acid|giga-drain|giga-impact|glare|gunk-shot|haze|headbutt|hidden-power|hyper-beam|ice-fang|infestation|iron-tail|knock-off|lash-out|leech-life|leer|mega-drain|mimic|mud-bomb|mud-shot|mud-slap|natural-gift|pain-split|payback|poison-fang|poison-jab|poison-sting|poison-tail|protect|psychic-fangs|rage|rain-dance|rest|return|rock-slide|rock-tomb|round|scale-shot|scary-face|screech|secret-power|seed-bomb|skitter-smack|skull-bash|slam|sleep-talk|sludge-bomb|sludge-wave|snarl|snatch|snore|spit-up|spite|stockpile|stomping-tantrum|strength|substitute|sucker-punch|sunny-day|swagger|swallow|switcheroo|take-down|tera-blast|thief|throat-chop|thunder-fang|torment|toxic|toxic-spikes|trailblaze|venoshock|wrap
25,pikachu,Mouse Pokémon,4,60,electric,112,35,55,40,50,50,90,static,lightning-rod,False,False,False,ground|fairy,medium,forest,yellow,quadruped,pichu -> pikachu -> raichu,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/25.png,agility|alluring-voice|attract|bide|body-slam|brick-break|calm-mind|captivate|charge|charge-beam|charm|confide|counter|covet|curse|defense-curl|detect|dig|disarming-voice|discharge|double-edge|double-kick|double-team|draining-kiss|dynamic-punch|echoed-voice|eerie-impulse|electric-terrain|electro-ball|electroweb|encore|endeavor|endure|facade|fake-tears|feint|flash|fling|focus-punch|frustration|grass-knot|growl|headbutt|helping-hand|hidden-power|iron-tail|knock-off|laser-focus|light-screen|magnet-rise|mega-kick|mega-punch|mimic|mud-slap|nasty-plot|natural-gift|nuzzle|pay-day|play-nice|play-rough|protect|quick-attack|rage|rain-dance|reflect|rest|return|reversal|rising-voltage|rock-smash|rollout|round|secret-power|seismic-toss|shock-wave|signal-beam|skull-bash|slam|sleep-talk|snore|spark|strength|submission|substitute|surf|swagger|sweet-kiss|swift|tail-whip|take-down|tera-blast|thief|thunder|thunder-punch|thunder-shock|thunder-wave|thunderbolt|toxic|trailblaze|upper-hand|uproar|volt-switch|volt-tackle|wild-charge|zap-cannon
26,raichu,Mouse Pokémon,8,300,electric,218,60,90,55,90,80,110,static,lightning-rod,False,False,False,ground|fairy,medium,forest,yellow,upright,pichu -> pikachu -> raichu,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Its long tail serves as a ground to protect itself from its own high-voltage power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,agility|alluring-voice|attract|bide|body-slam|brick-break|brutal-swing|calm-mind|captivate|charge|charge-beam|charm|confide|counter|covet|curse|defense-curl|detect|dig|disarming-voice|discharge|double-edge|double-team|draining-kiss|dynamic-punch|echoed-voice|eerie-impulse|electric-terrain|electro-ball|electroweb|encore|endeavor|endure|facade|fake-out|feint|flash|fling|focus-blast|focus-punch|frustration|giga-impact|grass-knot|growl|headbutt|helping-hand|hidden-power|hyper-beam|iron-tail|knock-off|laser-focus|light-screen|magnet-rise|mega-kick|mega-punch|mimic|mud-slap|nasty-plot|natural-gift|nuzzle|pay-day|play-nice|play-rough|protect|quick-attack|rage|rain-dance|reflect|rest|return|reversal|rising-voltage|rock-smash|rollout|round|safeguard|secret-power|seismic-toss|shock-wave|signal-beam|skull-bash|slam|sleep-talk|snore|spark|speed-swap|strength|submission|substitute|surf|swagger|sweet-kiss|swift|tail-whip|take-down|tera-blast|thief|thunder|thunder-punch|thunder-shock|thunder-wave|thunderbolt|toxic|trailblaze|upper-hand|uproar|volt-switch|wild-charge|zap-cannon
27,sandshrew,Mouse Pokémon,6,120,ground,60,50,75,85,20,30,40,sand-veil,sand-rush,False,False,False,ground,medium,rough-terrain,yellow,upright,sandshrew -> sandslash,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Burrows deep underground in arid locations far from water. It only emerges to hunt for food.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/27.png,aerial-ace|agility|amnesia|attract|bide|body-slam|brick-break|bulldoze|captivate|chip-away|confide|counter|covet|crush-claw|curse|cut|defense-curl|detect|dig|double-edge|double-team|dynamic-punch|earth-power|earthquake|endeavor|endure|facade|false-swipe|fissure|flail|fling|focus-punch|frustration|fury-cutter|fury-swipes|gyro-ball|headbutt|hidden-power|high-horsepower|hone-claws|iron-tail|knock-off|leech-life|low-kick|magnitude|metal-claw|mimic|mud-shot|mud-slap|natural-gift|night-slash|poison-jab|poison-sting|protect|rage|rapid-spin|rest|return|rock-climb|rock-slide|rock-smash|rock-tomb|rollout|rototiller|round|safeguard|sand-attack|sand-tomb|sandstorm|scorching-sands|scratch|secret-power|seismic-toss|shadow-claw|skull-bash|slash|sleep-talk|smack-down|snore|spikes|stealth-rock|steel-roller|stomping-tantrum|stone-edge|strength|submission|substitute|sunny-day|super-fang|swagger|swift|swords-dance|take-down|tera-blast|thief|throat-chop|toxic|work-up|x-scissor
28,sandslash,Mouse Pokémon,10,295,ground,158,75,100,110,45,55,65,sand-veil,sand-rush,False,False,False,ground,medium,rough-terrain,yellow,upright,sandshrew -> sandslash,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/28.png,aerial-ace|agility|amnesia|attract|bide|body-slam|brick-break|bulldoze|captivate|confide|counter|covet|crush-claw|curse|cut|defense-curl|detect|dig|double-edge|double-team|drill-run|dynamic-punch|earth-power|earthquake|endeavor|endure|facade|false-swipe|fissure|flail|fling|focus-blast|focus-punch|frustration|fury-cutter|fury-swipes|giga-impact|gunk-shot|gyro-ball|headbutt|hidden-power|high-horsepower|hone-claws|hyper-beam|iron-tail|knock-off|leech-life|low-kick|magnitude|metal-claw|mimic|mud-shot|mud-slap|natural-gift|night-slash|pin-missile|poison-jab|poison-sting|protect|rage|rapid-spin|rest|return|rock-climb|rock-slide|rock-smash|rock-tomb|rollout|round|safeguard|sand-attack|sand-tomb|sandstorm|scorching-sands|scratch|secret-power|seismic-toss|shadow-claw|skull-bash|slash|sleep-talk|smack-down|snore|spikes|stealth-rock|steel-roller|stomping-tantrum|stone-edge|strength|submission|substitute|sunny-day|super-fang|swagger|swift|swords-dance|take-down|tera-blast|thief|throat-chop|toxic|work-up|x-scissor
