id,name,height,weight,base_experience,order,genus,generation,is_legendary,is_mythical,is_baby,color,shape,habitat,growth_rate,capture_rate,base_happiness,gender_rate,hatch_counter,has_gender_differences,forms_switchable,type_1,type_2,stat_hp,stat_attack,stat_defense,stat_special_attack,stat_special_defense,stat_speed,stat_total,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,evolves_from,evolution_chain_id,total_moves,sprite_front_default,sprite_front_shiny,sprite_official_artwork,in_red,in_blue,in_yellow,in_gold,in_silver,in_crystal,in_ruby,in_sapphire,in_emerald,in_firered,in_leafgreen,in_diamond,in_pearl,in_platinum,in_heartgold,in_soulsilver,in_black,in_white,in_black2,in_white2,in_x,in_y,in_omega_ruby,in_alpha_sapphire,in_sun,in_moon,in_ultra_sun,in_ultra_moon,in_lets_go_pikachu,in_lets_go_eevee,in_sword,in_shield,in_brilliant_diamond,in_shining_pearl,in_legends_arceus,in_scarlet,in_violet,pokedex_entry
1010,iron-leaves,15,1250,295,1094,Paradox pokemon,ix,FALSE,FALSE,FALSE,green,quadruped,,slow,5,0,-1,50,FALSE,FALSE,grass,psychic,90,130,88,70,108,104,590,quark-drive,,,no-eggs,,,538,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1010.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.
1011,dipplin,4,97,170,1095,Candy Apple pokemon,ix,FALSE,FALSE,FALSE,green,heads,,slow,45,50,-1,20,FALSE,FALSE,grass,dragon,80,80,110,95,80,40,485,supersweet-syrup,gluttony,sticky-hold,plant,dragon,applin,442,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1011.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dipplin is two creatures in one pokemon. Its evolution was triggered by a special apple grown only in one place.
1012,poltchageist,1,11,62,1096,Matcha pokemon,ix,FALSE,FALSE,FALSE,green,ball,,slow,120,50,-1,50,FALSE,FALSE,grass,ghost,40,45,45,74,54,50,308,hospitality,heatproof,heatproof,mineral,indeterminate,,539,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1012.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a pokemon."
1013,sinistcha,2,22,178,1097,Matcha pokemon,ix,FALSE,FALSE,FALSE,green,ball,,slow,60,50,-1,50,FALSE,FALSE,grass,ghost,71,60,106,121,80,70,508,hospitality,heatproof,heatproof,mineral,indeterminate,poltchageist,539,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1013.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1013.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
1014,okidogi,18,922,278,1098,Retainer pokemon,ix,TRUE,FALSE,FALSE,black,upright,,slow,3,0,-1,50,FALSE,FALSE,poison,fighting,88,128,115,58,86,80,555,toxic-chain,guard-dog,guard-dog,no-eggs,,,540,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1014.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1014.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique."
1015,munkidori,10,122,278,1099,Retainer pokemon,ix,TRUE,FALSE,FALSE,black,humanoid,,slow,3,0,-1,50,FALSE,FALSE,poison,psychic,88,75,66,130,90,106,555,toxic-chain,frisk,frisk,no-eggs,,,541,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1015.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1015.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the pokemon's psychic powers to bloom.
1016,fezandipiti,14,301,278,1100,Retainer pokemon,ix,TRUE,FALSE,FALSE,black,wings,,slow,3,0,-1,50,FALSE,FALSE,poison,fairy,88,91,82,70,125,99,555,toxic-chain,technician,technician,no-eggs,,,542,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1016.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1016.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.
1017,ogerpon,12,398,275,1101,Mask pokemon,ix,TRUE,FALSE,FALSE,green,humanoid,,slow,5,50,-1,50,FALSE,FALSE,grass,,80,120,84,60,96,110,550,defiant,,,no-eggs,,,543,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1017.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1017.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,This pokemon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.
1018,archaludon,20,600,300,1102,Alloy pokemon,ix,FALSE,FALSE,FALSE,white,upright,,medium,10,50,4,30,FALSE,FALSE,steel,dragon,90,105,130,125,65,85,600,stamina,sturdy,stalwart,mineral,dragon,duraludon,465,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1018.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.
1019,hydrapple,18,930,270,1103,Apple Hydra pokemon,ix,FALSE,FALSE,FALSE,green,heads,,slow-then-very-fast,10,50,4,20,FALSE,FALSE,grass,dragon,106,80,110,120,80,44,540,supersweet-syrup,regenerator,sticky-hold,plant,dragon,dipplin,442,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1019.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1019.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.
1020,gouging-fire,35,5900,295,1104,Paradox pokemon,ix,FALSE,FALSE,FALSE,brown,quadruped,,slow,10,0,-1,50,FALSE,FALSE,fire,dragon,105,115,121,65,93,91,590,protosynthesis,,,no-eggs,,,544,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1020.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1020.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.
1021,raging-bolt,52,4800,295,1105,Paradox pokemon,ix,FALSE,FALSE,FALSE,yellow,quadruped,,slow,10,0,-1,50,FALSE,FALSE,electric,dragon,125,73,91,137,89,75,590,protosynthesis,,,no-eggs,,,545,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1021.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1021.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.
1022,iron-boulder,15,1625,295,1106,Paradox pokemon,ix,FALSE,FALSE,FALSE,gray,quadruped,,slow,10,0,-1,50,FALSE,FALSE,rock,psychic,90,120,80,68,108,124,590,quark-drive,,,no-eggs,,,547,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1022.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1022.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It resembles a pokemon described in a dubious magazine as a Terrakion that had been modified by an evil organization.
1023,iron-crown,16,1560,295,1107,Paradox pokemon,ix,FALSE,FALSE,FALSE,blue,quadruped,,slow,10,0,-1,50,FALSE,FALSE,steel,psychic,90,72,100,122,108,98,590,quark-drive,,,no-eggs,,,546,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1023.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1023.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It resembles a mysterious object introduced in a paranormal magazine as a cutting-edge weapon shaped like a Cobalion.
1024,terapagos,2,65,90,1108,Tera pokemon,ix,TRUE,FALSE,FALSE,blue,quadruped,,slow,255,50,-1,5,FALSE,FALSE,normal,,90,65,85,65,85,60,450,tera-shift,,,no-eggs,,,548,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1024.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Terapagos protects itself using its power to transform energy into hard crystals. This pokemon is the source of the Terastal phenomenon.
1025,pecharunt,3,3,300,1109,Subjugation pokemon,ix,FALSE,TRUE,FALSE,purple,ball,,slow,3,0,-1,20,FALSE,FALSE,poison,ghost,88,88,160,88,88,88,600,poison-puppeteer,,,no-eggs,,,549,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/1025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1025.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It feeds others toxic mochi that draw out desires and capabilities. Those who eat the mochi fall under Pecharunt's control, chained to its will."
10001,deoxys-attack,17,608,270,515,DNA pokemon,iii,FALSE,TRUE,FALSE,red,humanoid,rare,slow,3,0,-1,120,FALSE,TRUE,psychic,,50,180,20,180,20,150,600,pressure,,,no-eggs,,,202,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/386-attack.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this pokemon's chest appears to be its brain.
10002,deoxys-defense,17,608,270,516,DNA pokemon,iii,FALSE,TRUE,FALSE,red,humanoid,rare,slow,3,0,-1,120,FALSE,TRUE,psychic,,50,70,160,70,160,90,600,pressure,,,no-eggs,,,202,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/386-defense.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this pokemon's chest appears to be its brain.
10003,deoxys-speed,17,608,270,517,DNA pokemon,iii,FALSE,TRUE,FALSE,red,humanoid,rare,slow,3,0,-1,120,FALSE,TRUE,psychic,,50,95,90,95,90,180,600,pressure,,,no-eggs,,,202,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/386-speed.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this pokemon's chest appears to be its brain.
10004,wormadam-sandy,5,65,148,543,Bagworm pokemon,iv,FALSE,FALSE,FALSE,green,blob,,medium,45,70,8,15,FALSE,FALSE,bug,ground,60,79,105,59,85,36,424,anticipation,overcoat,overcoat,bug,,burmy,213,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/413-sandy.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When BURMY evolved, its cloak became a part of this pokemon's body. The cloak is never shed."
10005,wormadam-trash,5,65,148,544,Bagworm pokemon,iv,FALSE,FALSE,FALSE,green,blob,,medium,45,70,8,15,FALSE,FALSE,bug,steel,60,69,95,69,95,36,424,anticipation,overcoat,overcoat,bug,,burmy,213,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/413-trash.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"When BURMY evolved, its cloak became a part of this pokemon's body. The cloak is never shed."
10006,shaymin-sky,4,52,270,607,Gratitude pokemon,iv,FALSE,TRUE,FALSE,green,quadruped,,medium-slow,45,100,-1,120,FALSE,TRUE,grass,flying,100,103,75,120,75,127,600,serene-grace,,,no-eggs,,,253,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/492-sky.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
10007,giratina-origin,69,6500,340,601,Renegade pokemon,iv,TRUE,FALSE,FALSE,black,tentacles,,slow,3,0,-1,120,FALSE,TRUE,ghost,dragon,150,120,100,120,100,90,680,levitate,,,no-eggs,,,248,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/487-origin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10007.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A pokemon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
10008,rotom-heat,3,3,182,588,Plasma pokemon,iv,FALSE,FALSE,FALSE,red,ball,,medium,45,70,-1,20,FALSE,TRUE,electric,fire,50,65,107,105,107,86,520,levitate,,,indeterminate,,,240,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479-heat.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
10009,rotom-wash,3,3,182,589,Plasma pokemon,iv,FALSE,FALSE,FALSE,red,ball,,medium,45,70,-1,20,FALSE,TRUE,electric,water,50,65,107,105,107,86,520,levitate,,,indeterminate,,,240,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479-wash.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
10010,rotom-frost,3,3,182,590,Plasma pokemon,iv,FALSE,FALSE,FALSE,red,ball,,medium,45,70,-1,20,FALSE,TRUE,electric,ice,50,65,107,105,107,86,520,levitate,,,indeterminate,,,240,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479-frost.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
10011,rotom-fan,3,3,182,591,Plasma pokemon,iv,FALSE,FALSE,FALSE,red,ball,,medium,45,70,-1,20,FALSE,TRUE,electric,flying,50,65,107,105,107,86,520,levitate,,,indeterminate,,,240,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479-fan.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
10012,rotom-mow,3,3,182,592,Plasma pokemon,iv,FALSE,FALSE,FALSE,red,ball,,medium,45,70,-1,20,FALSE,TRUE,electric,grass,50,65,107,105,107,86,520,levitate,,,indeterminate,,,240,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/479-mow.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
